id;name;barrier;tariffType;tariffGroupId;tariffGroupName;tariffGroupRushHourStart;tariffGroupRushHourEnd;tariffGroupTaxName;tariffGroupTaxRateLow;tariffGroupTaxRateLow;geometryType;geometryLatitude;geometryLongitude
1lkkqv5j08k;Sandstuveien;Osloringen;Toveis-betaling;1;Takstgruppe 1;15:00;17:00;Elbil;5;10;Point;59.8874250682571;10.806040019790885
1lkkqv5j08k;Sandstuveien;Osloringen;Toveis-betaling;1;Takstgruppe 1;15:00;17:00;Hydrogen;0;0;Point;59.8874250682571;10.806040019790885
1lkkqv5j08k;Sandstuveien;Osloringen;Toveis-betaling;2;Takstgruppe 2;06:30;09:00;Euro V og eldre;86;101;Point;59.8874250682571;10.806040019790885
1lkkqv5j08k;Sandstuveien;Osloringen;Toveis-betaling;2;Takstgruppe 2;06:30;09:00;Euro VI;53;69;Point;59.8874250682571;10.806040019790885
1lkkqv5j08k;Sandstuveien;Osloringen;Toveis-betaling;2;Takstgruppe 2;06:30;09:00;Nullutslipp;0;0;Point;59.8874250682571;10.806040019790885
1lkkqv5j08k;Sandstuveien;Osloringen;Toveis-betaling;2;Takstgruppe 2;06:30;09:00;Andre;0;0;Point;59.8874250682571;10.806040019790885
1lkkqv5j08k;Sandstuveien;Osloringen;Toveis-betaling;2;Takstgruppe 2;15:00;17:00;Euro V og eldre;86;101;Point;59.8874250682571;10.806040019790885
1lkkqv5j08k;Sandstuveien;Osloringen;Toveis-betaling;2;Takstgruppe 2;15:00;17:00;Euro VI;53;69;Point;59.8874250682571;10.806040019790885
1lkkqv5j08k;Sandstuveien;Osloringen;Toveis-betaling;2;Takstgruppe 2;15:00;17:00;Nullutslipp;0;0;Point;59.8874250682571;10.806040019790885
1lkkqv5j08k;Sandstuveien;Osloringen;Toveis-betaling;2;Takstgruppe 2;15:00;17:00;Andre;0;0;Point;59.8874250682571;10.806040019790885
air2ajf48l8;E18 Mosseveien;Osloringen;Toveis-betaling;1;Takstgruppe 1;06:30;09:00;Diesel;25;31;Point;59.886034749526345;10.76791666458655
air2ajf48l8;E18 Mosseveien;Osloringen;Toveis-betaling;1;Takstgruppe 1;06:30;09:00;Bensin;21;28;Point;59.886034749526345;10.76791666458655
air2ajf48l8;E18 Mosseveien;Osloringen;Toveis-betaling;1;Takstgruppe 1;06:30;09:00;Hybrid diesel;25;31;Point;59.886034749526345;10.76791666458655
air2ajf48l8;E18 Mosseveien;Osloringen;Toveis-betaling;1;Takstgruppe 1;06:30;09:00;Hybrid bensin;21;28;Point;59.886034749526345;10.76791666458655
air2ajf48l8;E18 Mosseveien;Osloringen;Toveis-betaling;1;Takstgruppe 1;06:30;09:00;Ladbar hybrid;21;28;Point;59.886034749526345;10.76791666458655
air2ajf48l8;E18 Mosseveien;Osloringen;Toveis-betaling;1;Takstgruppe 1;06:30;09:00;Elbil;5;10;Point;59.886034749526345;10.76791666458655
air2ajf48l8;E18 Mosseveien;Osloringen;Toveis-betaling;1;Takstgruppe 1;06:30;09:00;Hydrogen;0;0;Point;59.886034749526345;10.76791666458655
air2ajf48l8;E18 Mosseveien;Osloringen;Toveis-betaling;1;Takstgruppe 1;15:00;17:00;Diesel;25;31;Point;59.886034749526345;10.76791666458655
air2ajf48l8;E18 Mosseveien;Osloringen;Toveis-betaling;1;Takstgruppe 1;15:00;17:00;Bensin;21;28;Point;59.886034749526345;10.76791666458655
air2ajf48l8;E18 Mosseveien;Osloringen;Toveis-betaling;1;Takstgruppe 1;15:00;17:00;Hybrid diesel;25;31;Point;59.886034749526345;10.76791666458655
air2ajf48l8;E18 Mosseveien;Osloringen;Toveis-betaling;1;Takstgruppe 1;15:00;17:00;Hybrid bensin;21;28;Point;59.886034749526345;10.76791666458655
air2ajf48l8;E18 Mosseveien;Osloringen;Toveis-betaling;1;Takstgruppe 1;15:00;17:00;Ladbar hybrid;21;28;Point;59.886034749526345;10.76791666458655
air2ajf48l8;E18 Mosseveien;Osloringen;Toveis-betaling;1;Takstgruppe 1;15:00;17:00;Elbil;5;10;Point;59.886034749526345;10.76791666458655
air2ajf48l8;E18 Mosseveien;Osloringen;Toveis-betaling;1;Takstgruppe 1;15:00;17:00;Hydrogen;0;0;Point;59.886034749526345;10.76791666458655
air2ajf48l8;E18 Mosseveien;Osloringen;Toveis-betaling;2;Takstgruppe 2;06:30;09:00;Euro V og eldre;86;101;Point;59.886034749526345;10.76791666458655
air2ajf48l8;E18 Mosseveien;Osloringen;Toveis-betaling;2;Takstgruppe 2;06:30;09:00;Euro VI;53;69;Point;59.886034749526345;10.76791666458655
air2ajf48l8;E18 Mosseveien;Osloringen;Toveis-betaling;2;Takstgruppe 2;06:30;09:00;Nullutslipp;0;0;Point;59.886034749526345;10.76791666458655
air2ajf48l8;E18 Mosseveien;Osloringen;Toveis-betaling;2;Takstgruppe 2;06:30;09:00;Andre;0;0;Point;59.886034749526345;10.76791666458655
air2ajf48l8;E18 Mosseveien;Osloringen;Toveis-betaling;2;Takstgruppe 2;15:00;17:00;Euro V og eldre;86;101;Point;59.886034749526345;10.76791666458655
air2ajf48l8;E18 Mosseveien;Osloringen;Toveis-betaling;2;Takstgruppe 2;15:00;17:00;Euro VI;53;69;Point;59.886034749526345;10.76791666458655
air2ajf48l8;E18 Mosseveien;Osloringen;Toveis-betaling;2;Takstgruppe 2;15:00;17:00;Nullutslipp;0;0;Point;59.886034749526345;10.76791666458655
air2ajf48l8;E18 Mosseveien;Osloringen;Toveis-betaling;2;Takstgruppe 2;15:00;17:00;Andre;0;0;Point;59.886034749526345;10.76791666458655
0p6yha2ajytc;E6 Alnabru;Osloringen;Toveis-betaling;1;Takstgruppe 1;06:30;09:00;Diesel;25;31;Point;59.92396191807286;10.844194108069132
0p6yha2ajytc;E6 Alnabru;Osloringen;Toveis-betaling;1;Takstgruppe 1;06:30;09:00;Bensin;21;28;Point;59.92396191807286;10.844194108069132
0p6yha2ajytc;E6 Alnabru;Osloringen;Toveis-betaling;1;Takstgruppe 1;06:30;09:00;Hybrid diesel;25;31;Point;59.92396191807286;10.844194108069132
0p6yha2ajytc;E6 Alnabru;Osloringen;Toveis-betaling;1;Takstgruppe 1;06:30;09:00;Hybrid bensin;21;28;Point;59.92396191807286;10.844194108069132
0p6yha2ajytc;E6 Alnabru;Osloringen;Toveis-betaling;1;Takstgruppe 1;06:30;09:00;Ladbar hybrid;21;28;Point;59.92396191807286;10.844194108069132
0p6yha2ajytc;E6 Alnabru;Osloringen;Toveis-betaling;1;Takstgruppe 1;06:30;09:00;Elbil;5;10;Point;59.92396191807286;10.844194108069132
0p6yha2ajytc;E6 Alnabru;Osloringen;Toveis-betaling;1;Takstgruppe 1;06:30;09:00;Hydrogen;0;0;Point;59.92396191807286;10.844194108069132
0p6yha2ajytc;E6 Alnabru;Osloringen;Toveis-betaling;1;Takstgruppe 1;15:00;17:00;Diesel;25;31;Point;59.92396191807286;10.844194108069132
0p6yha2ajytc;E6 Alnabru;Osloringen;Toveis-betaling;1;Takstgruppe 1;15:00;17:00;Bensin;21;28;Point;59.92396191807286;10.844194108069132
0p6yha2ajytc;E6 Alnabru;Osloringen;Toveis-betaling;1;Takstgruppe 1;15:00;17:00;Hybrid diesel;25;31;Point;59.92396191807286;10.844194108069132
0p6yha2ajytc;E6 Alnabru;Osloringen;Toveis-betaling;1;Takstgruppe 1;15:00;17:00;Hybrid bensin;21;28;Point;59.92396191807286;10.844194108069132
0p6yha2ajytc;E6 Alnabru;Osloringen;Toveis-betaling;1;Takstgruppe 1;15:00;17:00;Ladbar hybrid;21;28;Point;59.92396191807286;10.844194108069132
0p6yha2ajytc;E6 Alnabru;Osloringen;Toveis-betaling;1;Takstgruppe 1;15:00;17:00;Elbil;5;10;Point;59.92396191807286;10.844194108069132
0p6yha2ajytc;E6 Alnabru;Osloringen;Toveis-betaling;1;Takstgruppe 1;15:00;17:00;Hydrogen;0;0;Point;59.92396191807286;10.844194108069132
0p6yha2ajytc;E6 Alnabru;Osloringen;Toveis-betaling;2;Takstgruppe 2;06:30;09:00;Euro V og eldre;86;101;Point;59.92396191807286;10.844194108069132
0p6yha2ajytc;E6 Alnabru;Osloringen;Toveis-betaling;2;Takstgruppe 2;06:30;09:00;Euro VI;53;69;Point;59.92396191807286;10.844194108069132
0p6yha2ajytc;E6 Alnabru;Osloringen;Toveis-betaling;2;Takstgruppe 2;06:30;09:00;Nullutslipp;0;0;Point;59.92396191807286;10.844194108069132
0p6yha2ajytc;E6 Alnabru;Osloringen;Toveis-betaling;2;Takstgruppe 2;06:30;09:00;Andre;0;0;Point;59.92396191807286;10.844194108069132
0p6yha2ajytc;E6 Alnabru;Osloringen;Toveis-betaling;2;Takstgruppe 2;15:00;17:00;Euro V og eldre;86;101;Point;59.92396191807286;10.844194108069132
0p6yha2ajytc;E6 Alnabru;Osloringen;Toveis-betaling;2;Takstgruppe 2;15:00;17:00;Euro VI;53;69;Point;59.92396191807286;10.844194108069132
0p6yha2ajytc;E6 Alnabru;Osloringen;Toveis-betaling;2;Takstgruppe 2;15:00;17:00;Nullutslipp;0;0;Point;59.92396191807286;10.844194108069132
0p6yha2ajytc;E6 Alnabru;Osloringen;Toveis-betaling;2;Takstgruppe 2;15:00;17:00;Andre;0;0;Point;59.92396191807286;10.844194108069132
4j372sia1qj;Alfaset 3 industrivei;Osloringen;Toveis-betaling;1;Takstgruppe 1;06:30;09:00;Diesel;25;31;Point;59.93255419180893;10.841902742822299
4j372sia1qj;Alfaset 3 industrivei;Osloringen;Toveis-betaling;1;Takstgruppe 1;06:30;09:00;Hybrid diesel;25;31;Point;59.93255419180893;10.841902742822299
4j372sia1qj;Alfaset 3 industrivei;Osloringen;Toveis-betaling;1;Takstgruppe 1;06:30;09:00;Hybrid bensin;21;28;Point;59.93255419180893;10.841902742822299
4j372sia1qj;Alfaset 3 industrivei;Osloringen;Toveis-betaling;1;Takstgruppe 1;06:30;09:00;Bensin;21;28;Point;59.93255419180893;10.841902742822299
4j372sia1qj;Alfaset 3 industrivei;Osloringen;Toveis-betaling;1;Takstgruppe 1;06:30;09:00;Ladbar hybrid;21;28;Point;59.93255419180893;10.841902742822299
4j372sia1qj;Alfaset 3 industrivei;Osloringen;Toveis-betaling;1;Takstgruppe 1;06:30;09:00;Elbil;5;10;Point;59.93255419180893;10.841902742822299
4j372sia1qj;Alfaset 3 industrivei;Osloringen;Toveis-betaling;1;Takstgruppe 1;06:30;09:00;Hydrogen;0;0;Point;59.93255419180893;10.841902742822299
4j372sia1qj;Alfaset 3 industrivei;Osloringen;Toveis-betaling;1;Takstgruppe 1;15:00;17:00;Diesel;25;31;Point;59.93255419180893;10.841902742822299
4j372sia1qj;Alfaset 3 industrivei;Osloringen;Toveis-betaling;1;Takstgruppe 1;15:00;17:00;Bensin;21;28;Point;59.93255419180893;10.841902742822299
4j372sia1qj;Alfaset 3 industrivei;Osloringen;Toveis-betaling;1;Takstgruppe 1;15:00;17:00;Hybrid diesel;25;31;Point;59.93255419180893;10.841902742822299
4j372sia1qj;Alfaset 3 industrivei;Osloringen;Toveis-betaling;1;Takstgruppe 1;15:00;17:00;Hybrid bensin;21;28;Point;59.93255419180893;10.841902742822299
4j372sia1qj;Alfaset 3 industrivei;Osloringen;Toveis-betaling;1;Takstgruppe 1;15:00;17:00;Ladbar hybrid;21;28;Point;59.93255419180893;10.841902742822299
4j372sia1qj;Alfaset 3 industrivei;Osloringen;Toveis-betaling;1;Takstgruppe 1;15:00;17:00;Elbil;5;10;Point;59.93255419180893;10.841902742822299
4j372sia1qj;Alfaset 3 industrivei;Osloringen;Toveis-betaling;1;Takstgruppe 1;15:00;17:00;Hydrogen;0;0;Point;59.93255419180893;10.841902742822299
4j372sia1qj;Alfaset 3 industrivei;Osloringen;Toveis-betaling;2;Takstgruppe 2;06:30;09:00;Euro V og eldre;86;101;Point;59.93255419180893;10.841902742822299
4j372sia1qj;Alfaset 3 industrivei;Osloringen;Toveis-betaling;2;Takstgruppe 2;06:30;09:00;Euro VI;53;69;Point;59.93255419180893;10.841902742822299
4j372sia1qj;Alfaset 3 industrivei;Osloringen;Toveis-betaling;2;Takstgruppe 2;06:30;09:00;Nullutslipp;0;0;Point;59.93255419180893;10.841902742822299
4j372sia1qj;Alfaset 3 industrivei;Osloringen;Toveis-betaling;2;Takstgruppe 2;06:30;09:00;Andre;0;0;Point;59.93255419180893;10.841902742822299
4j372sia1qj;Alfaset 3 industrivei;Osloringen;Toveis-betaling;2;Takstgruppe 2;15:00;17:00;Euro V og eldre;86;101;Point;59.93255419180893;10.841902742822299
4j372sia1qj;Alfaset 3 industrivei;Osloringen;Toveis-betaling;2;Takstgruppe 2;15:00;17:00;Euro VI;53;69;Point;59.93255419180893;10.841902742822299
4j372sia1qj;Alfaset 3 industrivei;Osloringen;Toveis-betaling;2;Takstgruppe 2;15:00;17:00;Nullutslipp;0;0;Point;59.93255419180893;10.841902742822299
4j372sia1qj;Alfaset 3 industrivei;Osloringen;Toveis-betaling;2;Takstgruppe 2;15:00;17:00;Andre;0;0;Point;59.93255419180893;10.841902742822299
lfc1tuo2cd;RV163 Veitvet;Osloringen;Toveis-betaling;1;Takstgruppe 1;06:30;09:00;Diesel;25;31;Point;59.93983345139797;10.850178618194377
lfc1tuo2cd;RV163 Veitvet;Osloringen;Toveis-betaling;1;Takstgruppe 1;06:30;09:00;Bensin;21;28;Point;59.93983345139797;10.850178618194377
lfc1tuo2cd;RV163 Veitvet;Osloringen;Toveis-betaling;1;Takstgruppe 1;06:30;09:00;Hybrid diesel;25;31;Point;59.93983345139797;10.850178618194377
lfc1tuo2cd;RV163 Veitvet;Osloringen;Toveis-betaling;1;Takstgruppe 1;06:30;09:00;Hybrid bensin;21;28;Point;59.93983345139797;10.850178618194377
lfc1tuo2cd;RV163 Veitvet;Osloringen;Toveis-betaling;1;Takstgruppe 1;06:30;09:00;Ladbar hybrid;21;28;Point;59.93983345139797;10.850178618194377
lfc1tuo2cd;RV163 Veitvet;Osloringen;Toveis-betaling;1;Takstgruppe 1;06:30;09:00;Elbil;5;10;Point;59.93983345139797;10.850178618194377
lfc1tuo2cd;RV163 Veitvet;Osloringen;Toveis-betaling;1;Takstgruppe 1;06:30;09:00;Hydrogen;0;0;Point;59.93983345139797;10.850178618194377
lfc1tuo2cd;RV163 Veitvet;Osloringen;Toveis-betaling;1;Takstgruppe 1;15:00;17:00;Diesel;25;31;Point;59.93983345139797;10.850178618194377
lfc1tuo2cd;RV163 Veitvet;Osloringen;Toveis-betaling;1;Takstgruppe 1;15:00;17:00;Bensin;21;28;Point;59.93983345139797;10.850178618194377
lfc1tuo2cd;RV163 Veitvet;Osloringen;Toveis-betaling;1;Takstgruppe 1;15:00;17:00;Hybrid diesel;25;31;Point;59.93983345139797;10.850178618194377
lfc1tuo2cd;RV163 Veitvet;Osloringen;Toveis-betaling;1;Takstgruppe 1;15:00;17:00;Hybrid bensin;21;28;Point;59.93983345139797;10.850178618194377
xloys5y756;E6 avkjøring til Abildsø;Osloringen;Toveis-betaling;2;Takstgruppe 2;15:00;17:00;Euro VI;53;69;Point;59.8778673413323;10.821092770452879
lfc1tuo2cd;RV163 Veitvet;Osloringen;Toveis-betaling;1;Takstgruppe 1;15:00;17:00;Elbil;5;10;Point;59.93983345139797;10.850178618194377
lfc1tuo2cd;RV163 Veitvet;Osloringen;Toveis-betaling;1;Takstgruppe 1;15:00;17:00;Hydrogen;0;0;Point;59.93983345139797;10.850178618194377
lfc1tuo2cd;RV163 Veitvet;Osloringen;Toveis-betaling;2;Takstgruppe 2;06:30;09:00;Euro V og eldre;86;101;Point;59.93983345139797;10.850178618194377
lfc1tuo2cd;RV163 Veitvet;Osloringen;Toveis-betaling;2;Takstgruppe 2;06:30;09:00;Euro VI;53;69;Point;59.93983345139797;10.850178618194377
lfc1tuo2cd;RV163 Veitvet;Osloringen;Toveis-betaling;2;Takstgruppe 2;06:30;09:00;Nullutslipp;0;0;Point;59.93983345139797;10.850178618194377
lfc1tuo2cd;RV163 Veitvet;Osloringen;Toveis-betaling;2;Takstgruppe 2;06:30;09:00;Andre;0;0;Point;59.93983345139797;10.850178618194377
lfc1tuo2cd;RV163 Veitvet;Osloringen;Toveis-betaling;2;Takstgruppe 2;15:00;17:00;Euro V og eldre;86;101;Point;59.93983345139797;10.850178618194377
lfc1tuo2cd;RV163 Veitvet;Osloringen;Toveis-betaling;2;Takstgruppe 2;15:00;17:00;Euro VI;53;69;Point;59.93983345139797;10.850178618194377
lfc1tuo2cd;RV163 Veitvet;Osloringen;Toveis-betaling;2;Takstgruppe 2;15:00;17:00;Nullutslipp;0;0;Point;59.93983345139797;10.850178618194377
lfc1tuo2cd;RV163 Veitvet;Osloringen;Toveis-betaling;2;Takstgruppe 2;15:00;17:00;Andre;0;0;Point;59.93983345139797;10.850178618194377
i36930481vg;RV4 Linderud;Osloringen;Toveis-betaling;1;Takstgruppe 1;06:30;09:00;Diesel;25;31;Point;59.945031552808395;10.84278919018243
i36930481vg;RV4 Linderud;Osloringen;Toveis-betaling;1;Takstgruppe 1;06:30;09:00;Bensin;21;28;Point;59.945031552808395;10.84278919018243
i36930481vg;RV4 Linderud;Osloringen;Toveis-betaling;1;Takstgruppe 1;06:30;09:00;Hybrid diesel;25;31;Point;59.945031552808395;10.84278919018243
i36930481vg;RV4 Linderud;Osloringen;Toveis-betaling;1;Takstgruppe 1;06:30;09:00;Hybrid bensin;21;28;Point;59.945031552808395;10.84278919018243
i36930481vg;RV4 Linderud;Osloringen;Toveis-betaling;1;Takstgruppe 1;06:30;09:00;Ladbar hybrid;21;28;Point;59.945031552808395;10.84278919018243
i36930481vg;RV4 Linderud;Osloringen;Toveis-betaling;1;Takstgruppe 1;06:30;09:00;Elbil;5;10;Point;59.945031552808395;10.84278919018243
i36930481vg;RV4 Linderud;Osloringen;Toveis-betaling;1;Takstgruppe 1;06:30;09:00;Hydrogen;0;0;Point;59.945031552808395;10.84278919018243
i36930481vg;RV4 Linderud;Osloringen;Toveis-betaling;1;Takstgruppe 1;15:00;17:00;Diesel;25;31;Point;59.945031552808395;10.84278919018243
i36930481vg;RV4 Linderud;Osloringen;Toveis-betaling;1;Takstgruppe 1;15:00;17:00;Bensin;21;28;Point;59.945031552808395;10.84278919018243
i36930481vg;RV4 Linderud;Osloringen;Toveis-betaling;1;Takstgruppe 1;15:00;17:00;Hybrid diesel;25;31;Point;59.945031552808395;10.84278919018243
i36930481vg;RV4 Linderud;Osloringen;Toveis-betaling;1;Takstgruppe 1;15:00;17:00;Hybrid bensin;21;28;Point;59.945031552808395;10.84278919018243
i36930481vg;RV4 Linderud;Osloringen;Toveis-betaling;1;Takstgruppe 1;15:00;17:00;Ladbar hybrid;21;28;Point;59.945031552808395;10.84278919018243
i36930481vg;RV4 Linderud;Osloringen;Toveis-betaling;1;Takstgruppe 1;15:00;17:00;Elbil;5;10;Point;59.945031552808395;10.84278919018243
i36930481vg;RV4 Linderud;Osloringen;Toveis-betaling;1;Takstgruppe 1;15:00;17:00;Hydrogen;0;0;Point;59.945031552808395;10.84278919018243
i36930481vg;RV4 Linderud;Osloringen;Toveis-betaling;2;Takstgruppe 2;06:30;09:00;Euro V og eldre;86;101;Point;59.945031552808395;10.84278919018243
i36930481vg;RV4 Linderud;Osloringen;Toveis-betaling;2;Takstgruppe 2;06:30;09:00;Euro VI;53;69;Point;59.945031552808395;10.84278919018243
i36930481vg;RV4 Linderud;Osloringen;Toveis-betaling;2;Takstgruppe 2;06:30;09:00;Nullutslipp;0;0;Point;59.945031552808395;10.84278919018243
i36930481vg;RV4 Linderud;Osloringen;Toveis-betaling;2;Takstgruppe 2;06:30;09:00;Andre;0;0;Point;59.945031552808395;10.84278919018243
i36930481vg;RV4 Linderud;Osloringen;Toveis-betaling;2;Takstgruppe 2;15:00;17:00;Euro V og eldre;86;101;Point;59.945031552808395;10.84278919018243
i36930481vg;RV4 Linderud;Osloringen;Toveis-betaling;2;Takstgruppe 2;15:00;17:00;Euro VI;53;69;Point;59.945031552808395;10.84278919018243
i36930481vg;RV4 Linderud;Osloringen;Toveis-betaling;2;Takstgruppe 2;15:00;17:00;Nullutslipp;0;0;Point;59.945031552808395;10.84278919018243
i36930481vg;RV4 Linderud;Osloringen;Toveis-betaling;2;Takstgruppe 2;15:00;17:00;Andre;0;0;Point;59.945031552808395;10.84278919018243
xo3gjr4azzm;Ring 3 Gaustad;Osloringen;Toveis-betaling;1;Takstgruppe 1;06:30;09:00;Diesel;25;31;Point;59.94657364095029;10.720277711494191
xo3gjr4azzm;Ring 3 Gaustad;Osloringen;Toveis-betaling;1;Takstgruppe 1;06:30;09:00;Bensin;21;28;Point;59.94657364095029;10.720277711494191
xo3gjr4azzm;Ring 3 Gaustad;Osloringen;Toveis-betaling;1;Takstgruppe 1;06:30;09:00;Hybrid diesel;25;31;Point;59.94657364095029;10.720277711494191
xo3gjr4azzm;Ring 3 Gaustad;Osloringen;Toveis-betaling;1;Takstgruppe 1;06:30;09:00;Hybrid bensin;21;28;Point;59.94657364095029;10.720277711494191
xo3gjr4azzm;Ring 3 Gaustad;Osloringen;Toveis-betaling;1;Takstgruppe 1;06:30;09:00;Ladbar hybrid;21;28;Point;59.94657364095029;10.720277711494191
xo3gjr4azzm;Ring 3 Gaustad;Osloringen;Toveis-betaling;1;Takstgruppe 1;06:30;09:00;Elbil;5;10;Point;59.94657364095029;10.720277711494191
xo3gjr4azzm;Ring 3 Gaustad;Osloringen;Toveis-betaling;1;Takstgruppe 1;06:30;09:00;Hydrogen;0;0;Point;59.94657364095029;10.720277711494191
xo3gjr4azzm;Ring 3 Gaustad;Osloringen;Toveis-betaling;1;Takstgruppe 1;15:00;17:00;Diesel;25;31;Point;59.94657364095029;10.720277711494191
xo3gjr4azzm;Ring 3 Gaustad;Osloringen;Toveis-betaling;1;Takstgruppe 1;15:00;17:00;Bensin;21;28;Point;59.94657364095029;10.720277711494191
xo3gjr4azzm;Ring 3 Gaustad;Osloringen;Toveis-betaling;1;Takstgruppe 1;15:00;17:00;Hybrid diesel;25;31;Point;59.94657364095029;10.720277711494191
xo3gjr4azzm;Ring 3 Gaustad;Osloringen;Toveis-betaling;1;Takstgruppe 1;15:00;17:00;Hybrid bensin;21;28;Point;59.94657364095029;10.720277711494191
xo3gjr4azzm;Ring 3 Gaustad;Osloringen;Toveis-betaling;1;Takstgruppe 1;15:00;17:00;Ladbar hybrid;21;28;Point;59.94657364095029;10.720277711494191
xo3gjr4azzm;Ring 3 Gaustad;Osloringen;Toveis-betaling;1;Takstgruppe 1;15:00;17:00;Elbil;5;10;Point;59.94657364095029;10.720277711494191
xo3gjr4azzm;Ring 3 Gaustad;Osloringen;Toveis-betaling;1;Takstgruppe 1;15:00;17:00;Hydrogen;0;0;Point;59.94657364095029;10.720277711494191
xo3gjr4azzm;Ring 3 Gaustad;Osloringen;Toveis-betaling;2;Takstgruppe 2;06:30;09:00;Euro V og eldre;86;101;Point;59.94657364095029;10.720277711494191
xo3gjr4azzm;Ring 3 Gaustad;Osloringen;Toveis-betaling;2;Takstgruppe 2;06:30;09:00;Euro VI;53;69;Point;59.94657364095029;10.720277711494191
xo3gjr4azzm;Ring 3 Gaustad;Osloringen;Toveis-betaling;2;Takstgruppe 2;06:30;09:00;Nullutslipp;0;0;Point;59.94657364095029;10.720277711494191
xo3gjr4azzm;Ring 3 Gaustad;Osloringen;Toveis-betaling;2;Takstgruppe 2;06:30;09:00;Andre;0;0;Point;59.94657364095029;10.720277711494191
xo3gjr4azzm;Ring 3 Gaustad;Osloringen;Toveis-betaling;2;Takstgruppe 2;15:00;17:00;Euro V og eldre;86;101;Point;59.94657364095029;10.720277711494191
xo3gjr4azzm;Ring 3 Gaustad;Osloringen;Toveis-betaling;2;Takstgruppe 2;15:00;17:00;Euro VI;53;69;Point;59.94657364095029;10.720277711494191
xo3gjr4azzm;Ring 3 Gaustad;Osloringen;Toveis-betaling;2;Takstgruppe 2;15:00;17:00;Nullutslipp;0;0;Point;59.94657364095029;10.720277711494191
xo3gjr4azzm;Ring 3 Gaustad;Osloringen;Toveis-betaling;2;Takstgruppe 2;15:00;17:00;Andre;0;0;Point;59.94657364095029;10.720277711494191
yew31kymqa;Sørkedalsveien;Osloringen;Toveis-betaling;1;Takstgruppe 1;06:30;09:00;Diesel;25;31;Point;59.93131488144564;10.709417401465998
yew31kymqa;Sørkedalsveien;Osloringen;Toveis-betaling;1;Takstgruppe 1;06:30;09:00;Bensin;21;28;Point;59.93131488144564;10.709417401465998
yew31kymqa;Sørkedalsveien;Osloringen;Toveis-betaling;1;Takstgruppe 1;06:30;09:00;Hybrid diesel;25;31;Point;59.93131488144564;10.709417401465998
yew31kymqa;Sørkedalsveien;Osloringen;Toveis-betaling;1;Takstgruppe 1;06:30;09:00;Hybrid bensin;21;28;Point;59.93131488144564;10.709417401465998
yew31kymqa;Sørkedalsveien;Osloringen;Toveis-betaling;1;Takstgruppe 1;06:30;09:00;Ladbar hybrid;21;28;Point;59.93131488144564;10.709417401465998
yew31kymqa;Sørkedalsveien;Osloringen;Toveis-betaling;1;Takstgruppe 1;06:30;09:00;Elbil;5;10;Point;59.93131488144564;10.709417401465998
yew31kymqa;Sørkedalsveien;Osloringen;Toveis-betaling;1;Takstgruppe 1;06:30;09:00;Hydrogen;0;0;Point;59.93131488144564;10.709417401465998
yew31kymqa;Sørkedalsveien;Osloringen;Toveis-betaling;1;Takstgruppe 1;15:00;17:00;Diesel;25;31;Point;59.93131488144564;10.709417401465998
yew31kymqa;Sørkedalsveien;Osloringen;Toveis-betaling;1;Takstgruppe 1;15:00;17:00;Bensin;21;28;Point;59.93131488144564;10.709417401465998
yew31kymqa;Sørkedalsveien;Osloringen;Toveis-betaling;1;Takstgruppe 1;15:00;17:00;Hybrid diesel;25;31;Point;59.93131488144564;10.709417401465998
yew31kymqa;Sørkedalsveien;Osloringen;Toveis-betaling;1;Takstgruppe 1;15:00;17:00;Hybrid bensin;21;28;Point;59.93131488144564;10.709417401465998
yew31kymqa;Sørkedalsveien;Osloringen;Toveis-betaling;1;Takstgruppe 1;15:00;17:00;Ladbar hybrid;21;28;Point;59.93131488144564;10.709417401465998
yew31kymqa;Sørkedalsveien;Osloringen;Toveis-betaling;1;Takstgruppe 1;15:00;17:00;Elbil;5;10;Point;59.93131488144564;10.709417401465998
yew31kymqa;Sørkedalsveien;Osloringen;Toveis-betaling;1;Takstgruppe 1;15:00;17:00;Hydrogen;0;0;Point;59.93131488144564;10.709417401465998
yew31kymqa;Sørkedalsveien;Osloringen;Toveis-betaling;2;Takstgruppe 2;06:30;09:00;Euro V og eldre;86;101;Point;59.93131488144564;10.709417401465998
yew31kymqa;Sørkedalsveien;Osloringen;Toveis-betaling;2;Takstgruppe 2;06:30;09:00;Euro VI;53;69;Point;59.93131488144564;10.709417401465998
yew31kymqa;Sørkedalsveien;Osloringen;Toveis-betaling;2;Takstgruppe 2;06:30;09:00;Nullutslipp;0;0;Point;59.93131488144564;10.709417401465998
yew31kymqa;Sørkedalsveien;Osloringen;Toveis-betaling;2;Takstgruppe 2;06:30;09:00;Andre;0;0;Point;59.93131488144564;10.709417401465998
yew31kymqa;Sørkedalsveien;Osloringen;Toveis-betaling;2;Takstgruppe 2;15:00;17:00;Euro V og eldre;86;101;Point;59.93131488144564;10.709417401465998
yew31kymqa;Sørkedalsveien;Osloringen;Toveis-betaling;2;Takstgruppe 2;15:00;17:00;Euro VI;53;69;Point;59.93131488144564;10.709417401465998
yew31kymqa;Sørkedalsveien;Osloringen;Toveis-betaling;2;Takstgruppe 2;15:00;17:00;Nullutslipp;0;0;Point;59.93131488144564;10.709417401465998
