index;id;name;barrier;tariffType;tariffGroupId;tariffGroupName;tariffGroupRushHourStart;tariffGroupRushHourEnd;tariffGroupTaxName;tariffGroupTaxRateLow;tariffGroupTaxRateLow;geometryType;geometryLatitude;geometryLongitude
429;onnhehnzj5r;E6 avkjøring til Abildsø;Osloringen;Toveis-betaling;1;Takstgruppe 1;15:00;17:00;Hybrid bensin;21;28;Point;59.8778673413323;10.821092770452879
430;onnhehnzj5r;E6 avkjøring til Abildsø;Osloringen;Toveis-betaling;1;Takstgruppe 1;15:00;17:00;Ladbar hybrid;21;28;Point;59.8778673413323;10.821092770452879
431;onnhehnzj5r;E6 avkjøring til Abildsø;Osloringen;Toveis-betaling;1;Takstgruppe 1;15:00;17:00;Elbil;5;10;Point;59.8778673413323;10.821092770452879
432;onnhehnzj5r;E6 avkjøring til Abildsø;Osloringen;Toveis-betaling;1;Takstgruppe 1;15:00;17:00;Hydrogen;0;0;Point;59.8778673413323;10.821092770452879
433;onnhehnzj5r;E6 avkjøring til Abildsø;Osloringen;Toveis-betaling;2;Takstgruppe 2;06:30;09:00;Euro V og eldre;86;101;Point;59.8778673413323;10.821092770452879
434;onnhehnzj5r;E6 avkjøring til Abildsø;Osloringen;Toveis-betaling;2;Takstgruppe 2;06:30;09:00;Euro VI;53;69;Point;59.8778673413323;10.821092770452879
435;onnhehnzj5r;E6 avkjøring til Abildsø;Osloringen;Toveis-betaling;2;Takstgruppe 2;06:30;09:00;Nullutslipp;0;0;Point;59.8778673413323;10.821092770452879
436;onnhehnzj5r;E6 avkjøring til Abildsø;Osloringen;Toveis-betaling;2;Takstgruppe 2;06:30;09:00;Andre;0;0;Point;59.8778673413323;10.821092770452879
437;onnhehnzj5r;E6 avkjøring til Abildsø;Osloringen;Toveis-betaling;2;Takstgruppe 2;15:00;17:00;Euro V og eldre;86;101;Point;59.8778673413323;10.821092770452879
438;onnhehnzj5r;E6 avkjøring til Abildsø;Osloringen;Toveis-betaling;2;Takstgruppe 2;15:00;17:00;Euro VI;53;69;Point;59.8778673413323;10.821092770452879
439;onnhehnzj5r;E6 avkjøring til Abildsø;Osloringen;Toveis-betaling;2;Takstgruppe 2;15:00;17:00;Nullutslipp;0;0;Point;59.8778673413323;10.821092770452879
440;onnhehnzj5r;E6 avkjøring til Abildsø;Osloringen;Toveis-betaling;2;Takstgruppe 2;15:00;17:00;Andre;0;0;Point;59.8778673413323;10.821092770452879
441;wtplu2tc9i;E6 Abildsø;Osloringen;Toveis-betaling;1;Takstgruppe 1;06:30;09:00;Diesel;25;31;Point;59.87765197216953;10.820449040289304
442;wtplu2tc9i;E6 Abildsø;Osloringen;Toveis-betaling;1;Takstgruppe 1;06:30;09:00;Bensin;21;28;Point;59.87765197216953;10.820449040289304
443;wtplu2tc9i;E6 Abildsø;Osloringen;Toveis-betaling;1;Takstgruppe 1;06:30;09:00;Hybrid diesel;25;31;Point;59.87765197216953;10.820449040289304
444;wtplu2tc9i;E6 Abildsø;Osloringen;Toveis-betaling;1;Takstgruppe 1;06:30;09:00;Hybrid bensin;21;28;Point;59.87765197216953;10.820449040289304
445;wtplu2tc9i;E6 Abildsø;Osloringen;Toveis-betaling;1;Takstgruppe 1;06:30;09:00;Ladbar hybrid;21;28;Point;59.87765197216953;10.820449040289304
446;wtplu2tc9i;E6 Abildsø;Osloringen;Toveis-betaling;1;Takstgruppe 1;06:30;09:00;Elbil;5;10;Point;59.87765197216953;10.820449040289304
447;wtplu2tc9i;E6 Abildsø;Osloringen;Toveis-betaling;1;Takstgruppe 1;06:30;09:00;Hydrogen;0;0;Point;59.87765197216953;10.820449040289304
448;wtplu2tc9i;E6 Abildsø;Osloringen;Toveis-betaling;1;Takstgruppe 1;15:00;17:00;Diesel;25;31;Point;59.87765197216953;10.820449040289304
449;wtplu2tc9i;E6 Abildsø;Osloringen;Toveis-betaling;1;Takstgruppe 1;15:00;17:00;Bensin;21;28;Point;59.87765197216953;10.820449040289304
450;wtplu2tc9i;E6 Abildsø;Osloringen;Toveis-betaling;1;Takstgruppe 1;15:00;17:00;Hybrid diesel;25;31;Point;59.87765197216953;10.820449040289304
451;wtplu2tc9i;E6 Abildsø;Osloringen;Toveis-betaling;1;Takstgruppe 1;15:00;17:00;Hybrid bensin;21;28;Point;59.87765197216953;10.820449040289304
452;wtplu2tc9i;E6 Abildsø;Osloringen;Toveis-betaling;1;Takstgruppe 1;15:00;17:00;Ladbar hybrid;21;28;Point;59.87765197216953;10.820449040289304
453;wtplu2tc9i;E6 Abildsø;Osloringen;Toveis-betaling;1;Takstgruppe 1;15:00;17:00;Elbil;5;10;Point;59.87765197216953;10.820449040289304
454;wtplu2tc9i;E6 Abildsø;Osloringen;Toveis-betaling;1;Takstgruppe 1;15:00;17:00;Hydrogen;0;0;Point;59.87765197216953;10.820449040289304
455;wtplu2tc9i;E6 Abildsø;Osloringen;Toveis-betaling;2;Takstgruppe 2;06:30;09:00;Euro V og eldre;86;101;Point;59.87765197216953;10.820449040289304
456;wtplu2tc9i;E6 Abildsø;Osloringen;Toveis-betaling;2;Takstgruppe 2;06:30;09:00;Euro VI;53;69;Point;59.87765197216953;10.820449040289304
457;wtplu2tc9i;E6 Abildsø;Osloringen;Toveis-betaling;2;Takstgruppe 2;06:30;09:00;Nullutslipp;0;0;Point;59.87765197216953;10.820449040289304
458;wtplu2tc9i;E6 Abildsø;Osloringen;Toveis-betaling;2;Takstgruppe 2;06:30;09:00;Andre;0;0;Point;59.87765197216953;10.820449040289304
459;wtplu2tc9i;E6 Abildsø;Osloringen;Toveis-betaling;2;Takstgruppe 2;15:00;17:00;Euro V og eldre;86;101;Point;59.87765197216953;10.820449040289304
460;wtplu2tc9i;E6 Abildsø;Osloringen;Toveis-betaling;2;Takstgruppe 2;15:00;17:00;Euro VI;53;69;Point;59.87765197216953;10.820449040289304
461;wtplu2tc9i;E6 Abildsø;Osloringen;Toveis-betaling;2;Takstgruppe 2;15:00;17:00;Nullutslipp;0;0;Point;59.87765197216953;10.820449040289304
462;wtplu2tc9i;E6 Abildsø;Osloringen;Toveis-betaling;2;Takstgruppe 2;15:00;17:00;Andre;0;0;Point;59.87765197216953;10.820449040289304
463;94yxgxpxgsu;Lambertseterveien;Osloringen;Toveis-betaling;1;Takstgruppe 1;06:30;09:00;Diesel;25;31;Point;59.877529143819054;10.819097206945798
464;94yxgxpxgsu;Lambertseterveien;Osloringen;Toveis-betaling;1;Takstgruppe 1;06:30;09:00;Bensin;21;28;Point;59.877529143819054;10.819097206945798
465;94yxgxpxgsu;Lambertseterveien;Osloringen;Toveis-betaling;1;Takstgruppe 1;06:30;09:00;Hybrid diesel;25;31;Point;59.877529143819054;10.819097206945798
466;94yxgxpxgsu;Lambertseterveien;Osloringen;Toveis-betaling;1;Takstgruppe 1;06:30;09:00;Hybrid bensin;21;28;Point;59.877529143819054;10.819097206945798
467;94yxgxpxgsu;Lambertseterveien;Osloringen;Toveis-betaling;1;Takstgruppe 1;06:30;09:00;Ladbar hybrid;21;28;Point;59.877529143819054;10.819097206945798
468;94yxgxpxgsu;Lambertseterveien;Osloringen;Toveis-betaling;1;Takstgruppe 1;06:30;09:00;Elbil;5;10;Point;59.877529143819054;10.819097206945798
469;94yxgxpxgsu;Lambertseterveien;Osloringen;Toveis-betaling;1;Takstgruppe 1;06:30;09:00;Hydrogen;0;0;Point;59.877529143819054;10.819097206945798
470;94yxgxpxgsu;Lambertseterveien;Osloringen;Toveis-betaling;1;Takstgruppe 1;15:00;17:00;Diesel;25;31;Point;59.877529143819054;10.819097206945798
471;94yxgxpxgsu;Lambertseterveien;Osloringen;Toveis-betaling;1;Takstgruppe 1;15:00;17:00;Bensin;21;28;Point;59.877529143819054;10.819097206945798
472;94yxgxpxgsu;Lambertseterveien;Osloringen;Toveis-betaling;1;Takstgruppe 1;15:00;17:00;Hybrid diesel;25;31;Point;59.877529143819054;10.819097206945798
473;94yxgxpxgsu;Lambertseterveien;Osloringen;Toveis-betaling;1;Takstgruppe 1;15:00;17:00;Hybrid bensin;21;28;Point;59.877529143819054;10.819097206945798
474;94yxgxpxgsu;Lambertseterveien;Osloringen;Toveis-betaling;1;Takstgruppe 1;15:00;17:00;Ladbar hybrid;21;28;Point;59.877529143819054;10.819097206945798
475;94yxgxpxgsu;Lambertseterveien;Osloringen;Toveis-betaling;1;Takstgruppe 1;15:00;17:00;Elbil;5;10;Point;59.877529143819054;10.819097206945798
476;94yxgxpxgsu;Lambertseterveien;Osloringen;Toveis-betaling;1;Takstgruppe 1;15:00;17:00;Hydrogen;0;0;Point;59.877529143819054;10.819097206945798
477;94yxgxpxgsu;Lambertseterveien;Osloringen;Toveis-betaling;2;Takstgruppe 2;06:30;09:00;Euro V og eldre;86;101;Point;59.877529143819054;10.819097206945798
478;94yxgxpxgsu;Lambertseterveien;Osloringen;Toveis-betaling;2;Takstgruppe 2;06:30;09:00;Euro VI;53;69;Point;59.877529143819054;10.819097206945798
479;94yxgxpxgsu;Lambertseterveien;Osloringen;Toveis-betaling;2;Takstgruppe 2;06:30;09:00;Nullutslipp;0;0;Point;59.877529143819054;10.819097206945798
481;94yxgxpxgsu;Lambertseterveien;Osloringen;Toveis-betaling;2;Takstgruppe 2;15:00;17:00;Euro V og eldre;86;101;Point;59.877529143819054;10.819097206945798
482;94yxgxpxgsu;Lambertseterveien;Osloringen;Toveis-betaling;2;Takstgruppe 2;15:00;17:00;Euro VI;53;69;Point;59.877529143819054;10.819097206945798
480;94yxgxpxgsu;Lambertseterveien;Osloringen;Toveis-betaling;2;Takstgruppe 2;06:30;09:00;Andre;0;0;Point;59.877529143819054;10.819097206945798
483;94yxgxpxgsu;Lambertseterveien;Osloringen;Toveis-betaling;2;Takstgruppe 2;15:00;17:00;Nullutslipp;0;0;Point;59.877529143819054;10.819097206945798
484;94yxgxpxgsu;Lambertseterveien;Osloringen;Toveis-betaling;2;Takstgruppe 2;15:00;17:00;Andre;0;0;Point;59.877529143819054;10.819097206945798
485;8vpdn0vav97;Sandstuveien;Osloringen;Toveis-betaling;1;Takstgruppe 1;06:30;09:00;Diesel;25;31;Point;59.8874250682571;10.806040019790885
486;8vpdn0vav97;Sandstuveien;Osloringen;Toveis-betaling;1;Takstgruppe 1;06:30;09:00;Bensin;21;28;Point;59.8874250682571;10.806040019790885
487;8vpdn0vav97;Sandstuveien;Osloringen;Toveis-betaling;1;Takstgruppe 1;06:30;09:00;Hybrid diesel;25;31;Point;59.8874250682571;10.806040019790885
488;8vpdn0vav97;Sandstuveien;Osloringen;Toveis-betaling;1;Takstgruppe 1;06:30;09:00;Hybrid bensin;21;28;Point;59.8874250682571;10.806040019790885
489;8vpdn0vav97;Sandstuveien;Osloringen;Toveis-betaling;1;Takstgruppe 1;06:30;09:00;Ladbar hybrid;21;28;Point;59.8874250682571;10.806040019790885
490;8vpdn0vav97;Sandstuveien;Osloringen;Toveis-betaling;1;Takstgruppe 1;06:30;09:00;Elbil;5;10;Point;59.8874250682571;10.806040019790885
491;8vpdn0vav97;Sandstuveien;Osloringen;Toveis-betaling;1;Takstgruppe 1;06:30;09:00;Hydrogen;0;0;Point;59.8874250682571;10.806040019790885
492;8vpdn0vav97;Sandstuveien;Osloringen;Toveis-betaling;1;Takstgruppe 1;15:00;17:00;Diesel;25;31;Point;59.8874250682571;10.806040019790885
493;8vpdn0vav97;Sandstuveien;Osloringen;Toveis-betaling;1;Takstgruppe 1;15:00;17:00;Bensin;21;28;Point;59.8874250682571;10.806040019790885
494;8vpdn0vav97;Sandstuveien;Osloringen;Toveis-betaling;1;Takstgruppe 1;15:00;17:00;Hybrid diesel;25;31;Point;59.8874250682571;10.806040019790885
495;8vpdn0vav97;Sandstuveien;Osloringen;Toveis-betaling;1;Takstgruppe 1;15:00;17:00;Hybrid bensin;21;28;Point;59.8874250682571;10.806040019790885
496;8vpdn0vav97;Sandstuveien;Osloringen;Toveis-betaling;1;Takstgruppe 1;15:00;17:00;Ladbar hybrid;21;28;Point;59.8874250682571;10.806040019790885
497;8vpdn0vav97;Sandstuveien;Osloringen;Toveis-betaling;1;Takstgruppe 1;15:00;17:00;Elbil;5;10;Point;59.8874250682571;10.806040019790885
498;8vpdn0vav97;Sandstuveien;Osloringen;Toveis-betaling;1;Takstgruppe 1;15:00;17:00;Hydrogen;0;0;Point;59.8874250682571;10.806040019790885
499;8vpdn0vav97;Sandstuveien;Osloringen;Toveis-betaling;2;Takstgruppe 2;06:30;09:00;Euro V og eldre;86;101;Point;59.8874250682571;10.806040019790885
500;8vpdn0vav97;Sandstuveien;Osloringen;Toveis-betaling;2;Takstgruppe 2;06:30;09:00;Euro VI;53;69;Point;59.8874250682571;10.806040019790885
501;8vpdn0vav97;Sandstuveien;Osloringen;Toveis-betaling;2;Takstgruppe 2;06:30;09:00;Nullutslipp;0;0;Point;59.8874250682571;10.806040019790885
502;8vpdn0vav97;Sandstuveien;Osloringen;Toveis-betaling;2;Takstgruppe 2;06:30;09:00;Andre;0;0;Point;59.8874250682571;10.806040019790885
503;8vpdn0vav97;Sandstuveien;Osloringen;Toveis-betaling;2;Takstgruppe 2;15:00;17:00;Euro V og eldre;86;101;Point;59.8874250682571;10.806040019790885
504;8vpdn0vav97;Sandstuveien;Osloringen;Toveis-betaling;2;Takstgruppe 2;15:00;17:00;Euro VI;53;69;Point;59.8874250682571;10.806040019790885
505;8vpdn0vav97;Sandstuveien;Osloringen;Toveis-betaling;2;Takstgruppe 2;15:00;17:00;Nullutslipp;0;0;Point;59.8874250682571;10.806040019790885
506;8vpdn0vav97;Sandstuveien;Osloringen;Toveis-betaling;2;Takstgruppe 2;15:00;17:00;Andre;0;0;Point;59.8874250682571;10.806040019790885
507;r2jua119nyl;E18 Mosseveien;Osloringen;Toveis-betaling;1;Takstgruppe 1;06:30;09:00;Diesel;25;31;Point;59.886034749526345;10.76791666458655
508;r2jua119nyl;E18 Mosseveien;Osloringen;Toveis-betaling;1;Takstgruppe 1;06:30;09:00;Bensin;21;28;Point;59.886034749526345;10.76791666458655
509;r2jua119nyl;E18 Mosseveien;Osloringen;Toveis-betaling;1;Takstgruppe 1;06:30;09:00;Hybrid diesel;25;31;Point;59.886034749526345;10.76791666458655
510;r2jua119nyl;E18 Mosseveien;Osloringen;Toveis-betaling;1;Takstgruppe 1;06:30;09:00;Hybrid bensin;21;28;Point;59.886034749526345;10.76791666458655
511;r2jua119nyl;E18 Mosseveien;Osloringen;Toveis-betaling;1;Takstgruppe 1;06:30;09:00;Ladbar hybrid;21;28;Point;59.886034749526345;10.76791666458655
512;r2jua119nyl;E18 Mosseveien;Osloringen;Toveis-betaling;1;Takstgruppe 1;06:30;09:00;Elbil;5;10;Point;59.886034749526345;10.76791666458655
513;r2jua119nyl;E18 Mosseveien;Osloringen;Toveis-betaling;1;Takstgruppe 1;06:30;09:00;Hydrogen;0;0;Point;59.886034749526345;10.76791666458655
514;r2jua119nyl;E18 Mosseveien;Osloringen;Toveis-betaling;1;Takstgruppe 1;15:00;17:00;Diesel;25;31;Point;59.886034749526345;10.76791666458655
515;r2jua119nyl;E18 Mosseveien;Osloringen;Toveis-betaling;1;Takstgruppe 1;15:00;17:00;Bensin;21;28;Point;59.886034749526345;10.76791666458655
516;r2jua119nyl;E18 Mosseveien;Osloringen;Toveis-betaling;1;Takstgruppe 1;15:00;17:00;Hybrid diesel;25;31;Point;59.886034749526345;10.76791666458655
517;r2jua119nyl;E18 Mosseveien;Osloringen;Toveis-betaling;1;Takstgruppe 1;15:00;17:00;Hybrid bensin;21;28;Point;59.886034749526345;10.76791666458655
518;r2jua119nyl;E18 Mosseveien;Osloringen;Toveis-betaling;1;Takstgruppe 1;15:00;17:00;Ladbar hybrid;21;28;Point;59.886034749526345;10.76791666458655
519;r2jua119nyl;E18 Mosseveien;Osloringen;Toveis-betaling;1;Takstgruppe 1;15:00;17:00;Elbil;5;10;Point;59.886034749526345;10.76791666458655
520;r2jua119nyl;E18 Mosseveien;Osloringen;Toveis-betaling;1;Takstgruppe 1;15:00;17:00;Hydrogen;0;0;Point;59.886034749526345;10.76791666458655
521;r2jua119nyl;E18 Mosseveien;Osloringen;Toveis-betaling;2;Takstgruppe 2;06:30;09:00;Euro V og eldre;86;101;Point;59.886034749526345;10.76791666458655
522;r2jua119nyl;E18 Mosseveien;Osloringen;Toveis-betaling;2;Takstgruppe 2;06:30;09:00;Euro VI;53;69;Point;59.886034749526345;10.76791666458655
523;r2jua119nyl;E18 Mosseveien;Osloringen;Toveis-betaling;2;Takstgruppe 2;06:30;09:00;Nullutslipp;0;0;Point;59.886034749526345;10.76791666458655
524;r2jua119nyl;E18 Mosseveien;Osloringen;Toveis-betaling;2;Takstgruppe 2;06:30;09:00;Andre;0;0;Point;59.886034749526345;10.76791666458655
525;r2jua119nyl;E18 Mosseveien;Osloringen;Toveis-betaling;2;Takstgruppe 2;15:00;17:00;Euro V og eldre;86;101;Point;59.886034749526345;10.76791666458655
526;r2jua119nyl;E18 Mosseveien;Osloringen;Toveis-betaling;2;Takstgruppe 2;15:00;17:00;Euro VI;53;69;Point;59.886034749526345;10.76791666458655
527;r2jua119nyl;E18 Mosseveien;Osloringen;Toveis-betaling;2;Takstgruppe 2;15:00;17:00;Nullutslipp;0;0;Point;59.886034749526345;10.76791666458655
528;r2jua119nyl;E18 Mosseveien;Osloringen;Toveis-betaling;2;Takstgruppe 2;15:00;17:00;Andre;0;0;Point;59.886034749526345;10.76791666458655
529;fmiqyrjzrjs;E6 Alnabru;Osloringen;Toveis-betaling;1;Takstgruppe 1;06:30;09:00;Diesel;25;31;Point;59.92396191807286;10.844194108069132
530;fmiqyrjzrjs;E6 Alnabru;Osloringen;Toveis-betaling;1;Takstgruppe 1;06:30;09:00;Bensin;21;28;Point;59.92396191807286;10.844194108069132
531;fmiqyrjzrjs;E6 Alnabru;Osloringen;Toveis-betaling;1;Takstgruppe 1;06:30;09:00;Hybrid diesel;25;31;Point;59.92396191807286;10.844194108069132
532;fmiqyrjzrjs;E6 Alnabru;Osloringen;Toveis-betaling;1;Takstgruppe 1;06:30;09:00;Hybrid bensin;21;28;Point;59.92396191807286;10.844194108069132
533;fmiqyrjzrjs;E6 Alnabru;Osloringen;Toveis-betaling;1;Takstgruppe 1;06:30;09:00;Ladbar hybrid;21;28;Point;59.92396191807286;10.844194108069132
534;fmiqyrjzrjs;E6 Alnabru;Osloringen;Toveis-betaling;1;Takstgruppe 1;06:30;09:00;Elbil;5;10;Point;59.92396191807286;10.844194108069132
535;fmiqyrjzrjs;E6 Alnabru;Osloringen;Toveis-betaling;1;Takstgruppe 1;06:30;09:00;Hydrogen;0;0;Point;59.92396191807286;10.844194108069132
536;fmiqyrjzrjs;E6 Alnabru;Osloringen;Toveis-betaling;1;Takstgruppe 1;15:00;17:00;Diesel;25;31;Point;59.92396191807286;10.844194108069132
537;fmiqyrjzrjs;E6 Alnabru;Osloringen;Toveis-betaling;1;Takstgruppe 1;15:00;17:00;Bensin;21;28;Point;59.92396191807286;10.844194108069132
538;fmiqyrjzrjs;E6 Alnabru;Osloringen;Toveis-betaling;1;Takstgruppe 1;15:00;17:00;Hybrid diesel;25;31;Point;59.92396191807286;10.844194108069132
539;fmiqyrjzrjs;E6 Alnabru;Osloringen;Toveis-betaling;1;Takstgruppe 1;15:00;17:00;Hybrid bensin;21;28;Point;59.92396191807286;10.844194108069132
540;fmiqyrjzrjs;E6 Alnabru;Osloringen;Toveis-betaling;1;Takstgruppe 1;15:00;17:00;Ladbar hybrid;21;28;Point;59.92396191807286;10.844194108069132
541;fmiqyrjzrjs;E6 Alnabru;Osloringen;Toveis-betaling;1;Takstgruppe 1;15:00;17:00;Elbil;5;10;Point;59.92396191807286;10.844194108069132
542;fmiqyrjzrjs;E6 Alnabru;Osloringen;Toveis-betaling;1;Takstgruppe 1;15:00;17:00;Hydrogen;0;0;Point;59.92396191807286;10.844194108069132
543;fmiqyrjzrjs;E6 Alnabru;Osloringen;Toveis-betaling;2;Takstgruppe 2;06:30;09:00;Euro V og eldre;86;101;Point;59.92396191807286;10.844194108069132
544;fmiqyrjzrjs;E6 Alnabru;Osloringen;Toveis-betaling;2;Takstgruppe 2;06:30;09:00;Euro VI;53;69;Point;59.92396191807286;10.844194108069132
545;fmiqyrjzrjs;E6 Alnabru;Osloringen;Toveis-betaling;2;Takstgruppe 2;06:30;09:00;Nullutslipp;0;0;Point;59.92396191807286;10.844194108069132
546;fmiqyrjzrjs;E6 Alnabru;Osloringen;Toveis-betaling;2;Takstgruppe 2;06:30;09:00;Andre;0;0;Point;59.92396191807286;10.844194108069132
547;fmiqyrjzrjs;E6 Alnabru;Osloringen;Toveis-betaling;2;Takstgruppe 2;15:00;17:00;Euro V og eldre;86;101;Point;59.92396191807286;10.844194108069132
548;fmiqyrjzrjs;E6 Alnabru;Osloringen;Toveis-betaling;2;Takstgruppe 2;15:00;17:00;Euro VI;53;69;Point;59.92396191807286;10.844194108069132
549;fmiqyrjzrjs;E6 Alnabru;Osloringen;Toveis-betaling;2;Takstgruppe 2;15:00;17:00;Nullutslipp;0;0;Point;59.92396191807286;10.844194108069132
550;fmiqyrjzrjs;E6 Alnabru;Osloringen;Toveis-betaling;2;Takstgruppe 2;15:00;17:00;Andre;0;0;Point;59.92396191807286;10.844194108069132
551;aqsjkb922iw;Alfaset 3 industrivei;Osloringen;Toveis-betaling;1;Takstgruppe 1;06:30;09:00;Diesel;25;31;Point;59.93255419180893;10.841902742822299
552;aqsjkb922iw;Alfaset 3 industrivei;Osloringen;Toveis-betaling;1;Takstgruppe 1;06:30;09:00;Bensin;21;28;Point;59.93255419180893;10.841902742822299
553;aqsjkb922iw;Alfaset 3 industrivei;Osloringen;Toveis-betaling;1;Takstgruppe 1;06:30;09:00;Hybrid diesel;25;31;Point;59.93255419180893;10.841902742822299
554;aqsjkb922iw;Alfaset 3 industrivei;Osloringen;Toveis-betaling;1;Takstgruppe 1;06:30;09:00;Hybrid bensin;21;28;Point;59.93255419180893;10.841902742822299
555;aqsjkb922iw;Alfaset 3 industrivei;Osloringen;Toveis-betaling;1;Takstgruppe 1;06:30;09:00;Ladbar hybrid;21;28;Point;59.93255419180893;10.841902742822299
556;aqsjkb922iw;Alfaset 3 industrivei;Osloringen;Toveis-betaling;1;Takstgruppe 1;06:30;09:00;Elbil;5;10;Point;59.93255419180893;10.841902742822299
557;aqsjkb922iw;Alfaset 3 industrivei;Osloringen;Toveis-betaling;1;Takstgruppe 1;06:30;09:00;Hydrogen;0;0;Point;59.93255419180893;10.841902742822299
558;aqsjkb922iw;Alfaset 3 industrivei;Osloringen;Toveis-betaling;1;Takstgruppe 1;15:00;17:00;Diesel;25;31;Point;59.93255419180893;10.841902742822299
559;aqsjkb922iw;Alfaset 3 industrivei;Osloringen;Toveis-betaling;1;Takstgruppe 1;15:00;17:00;Bensin;21;28;Point;59.93255419180893;10.841902742822299
560;aqsjkb922iw;Alfaset 3 industrivei;Osloringen;Toveis-betaling;1;Takstgruppe 1;15:00;17:00;Hybrid diesel;25;31;Point;59.93255419180893;10.841902742822299
561;aqsjkb922iw;Alfaset 3 industrivei;Osloringen;Toveis-betaling;1;Takstgruppe 1;15:00;17:00;Hybrid bensin;21;28;Point;59.93255419180893;10.841902742822299
562;aqsjkb922iw;Alfaset 3 industrivei;Osloringen;Toveis-betaling;1;Takstgruppe 1;15:00;17:00;Ladbar hybrid;21;28;Point;59.93255419180893;10.841902742822299
563;aqsjkb922iw;Alfaset 3 industrivei;Osloringen;Toveis-betaling;1;Takstgruppe 1;15:00;17:00;Elbil;5;10;Point;59.93255419180893;10.841902742822299
564;aqsjkb922iw;Alfaset 3 industrivei;Osloringen;Toveis-betaling;1;Takstgruppe 1;15:00;17:00;Hydrogen;0;0;Point;59.93255419180893;10.841902742822299
565;aqsjkb922iw;Alfaset 3 industrivei;Osloringen;Toveis-betaling;2;Takstgruppe 2;06:30;09:00;Euro V og eldre;86;101;Point;59.93255419180893;10.841902742822299
566;aqsjkb922iw;Alfaset 3 industrivei;Osloringen;Toveis-betaling;2;Takstgruppe 2;06:30;09:00;Euro VI;53;69;Point;59.93255419180893;10.841902742822299
567;aqsjkb922iw;Alfaset 3 industrivei;Osloringen;Toveis-betaling;2;Takstgruppe 2;06:30;09:00;Nullutslipp;0;0;Point;59.93255419180893;10.841902742822299
568;aqsjkb922iw;Alfaset 3 industrivei;Osloringen;Toveis-betaling;2;Takstgruppe 2;06:30;09:00;Andre;0;0;Point;59.93255419180893;10.841902742822299
569;aqsjkb922iw;Alfaset 3 industrivei;Osloringen;Toveis-betaling;2;Takstgruppe 2;15:00;17:00;Euro V og eldre;86;101;Point;59.93255419180893;10.841902742822299
570;aqsjkb922iw;Alfaset 3 industrivei;Osloringen;Toveis-betaling;2;Takstgruppe 2;15:00;17:00;Euro VI;53;69;Point;59.93255419180893;10.841902742822299
571;aqsjkb922iw;Alfaset 3 industrivei;Osloringen;Toveis-betaling;2;Takstgruppe 2;15:00;17:00;Nullutslipp;0;0;Point;59.93255419180893;10.841902742822299
572;aqsjkb922iw;Alfaset 3 industrivei;Osloringen;Toveis-betaling;2;Takstgruppe 2;15:00;17:00;Andre;0;0;Point;59.93255419180893;10.841902742822299
573;54opd73qxzw;RV163 Veitvet;Osloringen;Toveis-betaling;1;Takstgruppe 1;06:30;09:00;Diesel;25;31;Point;59.93983345139797;10.850178618194377
574;54opd73qxzw;RV163 Veitvet;Osloringen;Toveis-betaling;1;Takstgruppe 1;06:30;09:00;Bensin;21;28;Point;59.93983345139797;10.850178618194377
575;54opd73qxzw;RV163 Veitvet;Osloringen;Toveis-betaling;1;Takstgruppe 1;06:30;09:00;Hybrid diesel;25;31;Point;59.93983345139797;10.850178618194377
576;54opd73qxzw;RV163 Veitvet;Osloringen;Toveis-betaling;1;Takstgruppe 1;06:30;09:00;Hybrid bensin;21;28;Point;59.93983345139797;10.850178618194377
577;54opd73qxzw;RV163 Veitvet;Osloringen;Toveis-betaling;1;Takstgruppe 1;06:30;09:00;Ladbar hybrid;21;28;Point;59.93983345139797;10.850178618194377
578;54opd73qxzw;RV163 Veitvet;Osloringen;Toveis-betaling;1;Takstgruppe 1;06:30;09:00;Elbil;5;10;Point;59.93983345139797;10.850178618194377
579;54opd73qxzw;RV163 Veitvet;Osloringen;Toveis-betaling;1;Takstgruppe 1;06:30;09:00;Hydrogen;0;0;Point;59.93983345139797;10.850178618194377
580;54opd73qxzw;RV163 Veitvet;Osloringen;Toveis-betaling;1;Takstgruppe 1;15:00;17:00;Diesel;25;31;Point;59.93983345139797;10.850178618194377
581;54opd73qxzw;RV163 Veitvet;Osloringen;Toveis-betaling;1;Takstgruppe 1;15:00;17:00;Bensin;21;28;Point;59.93983345139797;10.850178618194377
582;54opd73qxzw;RV163 Veitvet;Osloringen;Toveis-betaling;1;Takstgruppe 1;15:00;17:00;Hybrid diesel;25;31;Point;59.93983345139797;10.850178618194377
583;54opd73qxzw;RV163 Veitvet;Osloringen;Toveis-betaling;1;Takstgruppe 1;15:00;17:00;Hybrid bensin;21;28;Point;59.93983345139797;10.850178618194377
584;54opd73qxzw;RV163 Veitvet;Osloringen;Toveis-betaling;1;Takstgruppe 1;15:00;17:00;Ladbar hybrid;21;28;Point;59.93983345139797;10.850178618194377
585;54opd73qxzw;RV163 Veitvet;Osloringen;Toveis-betaling;1;Takstgruppe 1;15:00;17:00;Elbil;5;10;Point;59.93983345139797;10.850178618194377
586;54opd73qxzw;RV163 Veitvet;Osloringen;Toveis-betaling;1;Takstgruppe 1;15:00;17:00;Hydrogen;0;0;Point;59.93983345139797;10.850178618194377
